100,
4125,
2211,
200,
9623,
5110,
300,
17177,
9037,
400,
22307,
11752,
500,
28493,
14995,
600,
95017,
48407,
700,
171327,
86712,
800,
210075,
106236,
900,
307711,
155204,
1000,
388047,
195522,
