100,
2766,
1331,
200,
6625,
3127,
300,
10784,
5051,
400,
15259,
7087,
500,
19596,
9079,
600,
24324,
11125,
700,
28941,
13133,
800,
33509,
15075,
900,
38405,
17193,
1000,
43739,
19515,
